Course_ID,Course_Name,Course_Type,Delivery_Mode,Class_Size,Difficulty_Rating,Instructor_ID,Instructor_Tenure,Instructor_Field,Student_ID,Year,Enrollment_Status,Overall_GPA,Grade_in_Course,Feedback_Text,Date_Submitted,Numeric_Rating_Instructor,Numeric_Rating_Course,Overall_Satisfaction,Cleaned_Feedback,Tokens,Tokens_NoStop,Lemmas,VADER_Scores,neg,neu,pos,compound,Sentiment_Label
CSE276,Universal actuating implementation,Lab,In-Person,85.0,2.0,I4285,No,Mathematics,S42998,Senior,Full-time,2.33,D,I liked the assignments but found the lectures boring. Too theoretical.,2025-03-19,1.0,3.0,1.0,i liked the assignments but found the lectures boring too theoretical,"['i', 'liked', 'the', 'assignments', 'but', 'found', 'the', 'lectures', 'boring', 'too', 'theoretical']","['liked', 'assignments', 'found', 'lectures', 'boring', 'theoretical']","['like', 'assignment', 'find', 'lecture', 'bore', 'theoretical']","{'neg': 0.23, 'neu': 0.623, 'pos': 0.148, 'compound': -0.2617}",0.23,0.623,0.148,-0.2617,Negative
CSE289,Integrated optimal solution,Lecture,Hybrid,60.0,2.0,I5207,Yes,Computer Science,S29339,Senior,Full-time,2.22,B,"Lectures lacked structure, making it hard to follow. Overall, decent.",2024-11-06,2.0,4.0,2.0,lectures lacked structure making it hard to follow overall decent,"['lectures', 'lacked', 'structure', 'making', 'it', 'hard', 'to', 'follow', 'overall', 'decent']","['lectures', 'lacked', 'structure', 'making', 'hard', 'follow', 'overall', 'decent']","['lecture', 'lack', 'structure', 'make', 'hard', 'follow', 'overall', 'decent']","{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.1027}",0.135,0.865,0.0,-0.1027,Negative
CSE152,Open-architected empowering matrix,Seminar,In-Person,62.0,5.0,I1046,No,History,S31852,Junior,Part-time,2.66,B,"Content was outdated, and there was little student interaction.",2025-02-14,4.0,4.0,2.0,content was outdated and there was little student interaction,"['content', 'was', 'outdated', 'and', 'there', 'was', 'little', 'student', 'interaction']","['content', 'outdated', 'little', 'student', 'interaction']","['content', 'outdate', 'little', 'student', 'interaction']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
CSE123,Multi-tiered needs-based workforce,Lecture,Hybrid,29.0,5.0,I2697,No,History,S31467,Sophomore,Part-time,3.14,F,The professor explained concepts clearly and was always available for help. Great insights!,2025-02-18,2.0,5.0,2.0,the professor explained concepts clearly and was always available for help great insights,"['the', 'professor', 'explained', 'concepts', 'clearly', 'and', 'was', 'always', 'available', 'for', 'help', 'great', 'insights']","['professor', 'explained', 'concepts', 'clearly', 'available', 'help', 'great', 'insights']","['professor', 'explain', 'concept', 'clearly', 'available', 'help', 'great', 'insight']","{'neg': 0.0, 'neu': 0.505, 'pos': 0.495, 'compound': 0.8687}",0.0,0.505,0.495,0.8687,Positive
CSE323,Progressive didactic emulation,Seminar,Online,70.0,4.0,I6734,No,Computer Science,S69172,Sophomore,Part-time,3.0,B,Great experience! I learned a lot and felt supported. Needs improvement.,2025-01-16,3.0,4.0,2.0,great experience i learned a lot and felt supported needs improvement,"['great', 'experience', 'i', 'learned', 'a', 'lot', 'and', 'felt', 'supported', 'needs', 'improvement']","['great', 'experience', 'learned', 'lot', 'felt', 'supported', 'needs', 'improvement']","['great', 'experience', 'learn', 'lot', 'feel', 'support', 'need', 'improvement']","{'neg': 0.0, 'neu': 0.382, 'pos': 0.618, 'compound': 0.8655}",0.0,0.382,0.618,0.8655,Positive
CSE213,Profound tangible knowledgebase,Lab,Online,84.0,5.0,I4683,Yes,History,S26064,Freshman,Full-time,2.03,C,I lidke the assignments but found the lectures boring. Very practical.,2024-11-02,2.0,4.0,1.0,i lidke the assignments but found the lectures boring very practical,"['i', 'lidke', 'the', 'assignments', 'but', 'found', 'the', 'lectures', 'boring', 'very', 'practical']","['lidke', 'assignments', 'found', 'lectures', 'boring', 'practical']","['lidke', 'assignment', 'find', 'lecture', 'bore', 'practical']","{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.4497}",0.247,0.753,0.0,-0.4497,Negative
CSE460,Centralized tangible framework,Lecture,In-Person,68.0,3.0,I3714,Yes,Computer Science,S52199,Freshman,Part-time,3.44,B,"Assignments were helpful, though sometimes poorly timed. Great insights!",2024-11-23,2.0,5.0,1.0,assignments were helpful though sometimes poorly timed great insights,"['assignments', 'were', 'helpful', 'though', 'sometimes', 'poorly', 'timed', 'great', 'insights']","['assignments', 'helpful', 'poorly', 'timed', 'great', 'insights']","['assignment', 'helpful', 'poorly', 'time', 'great', 'insight']","{'neg': 0.0, 'neu': 0.493, 'pos': 0.507, 'compound': 0.8016}",0.0,0.493,0.507,0.8016,Positive
CSE434,Distributed bi-directional website,Seminar,Hybrid,89.0,3.0,I3405,Yes,History,S59478,Junior,Part-time,2.07,F,I really enjoyed this class. It was well-organized and informative. Satisfactory.,2024-11-08,4.0,3.0,5.0,i really enjoyed this class it was wellorganized and informative satisfactory,"['i', 'really', 'enjoyed', 'this', 'class', 'it', 'was', 'wellorganized', 'and', 'informative', 'satisfactory']","['enjoyed', 'class', 'wellorganized', 'informative', 'satisfactory']","['enjoy', 'class', 'wellorganize', 'informative', 'satisfactory']","{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.7264}",0.0,0.568,0.432,0.7264,Positive
CSE255,Compatible asynchronous access,Lecture,Hybrid,66.0,4.0,I1219,Yes,Psychology,S55540,Freshman,Full-time,3.24,A,"Assignments were helpful, though sometimes poorly timed. Great insights!",2024-10-25,5.0,2.0,3.0,assignments were helpful though sometimes poorly timed great insights,"['assignments', 'were', 'helpful', 'though', 'sometimes', 'poorly', 'timed', 'great', 'insights']","['assignments', 'helpful', 'poorly', 'timed', 'great', 'insights']","['assignment', 'helpful', 'poorly', 'time', 'great', 'insight']","{'neg': 0.0, 'neu': 0.493, 'pos': 0.507, 'compound': 0.8016}",0.0,0.493,0.507,0.8016,Positive
CSE486,Fundamental optimal access,Seminar,In-Person,81.0,5.0,I9637,No,Computer Science,S51117,Junior,Full-time,3.71,F,The professor explained concepts clearly and was always available for help. Too theoretical.,2024-12-30,1.0,5.0,2.0,the professor explained concepts clearly and was always available for help too theoretical,"['the', 'professor', 'explained', 'concepts', 'clearly', 'and', 'was', 'always', 'available', 'for', 'help', 'too', 'theoretical']","['professor', 'explained', 'concepts', 'clearly', 'available', 'help', 'theoretical']","['professor', 'explain', 'concept', 'clearly', 'available', 'help', 'theoretical']","{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.6597}",0.0,0.671,0.329,0.6597,Positive
CSE203,Compatible high-level framework,Lab,Online,82.0,4.0,I6686,No,Biology,S93759,Junior,Part-time,3.96,C,"It was an average extperience—no too hard, not too easy. Would recommend.",2025-02-11,3.0,5.0,4.0,it was an average extperience—no too hard not too easy would recommend,"['it', 'was', 'an', 'average', 'extperience', '—', 'no', 'too', 'hard', 'not', 'too', 'easy', 'would', 'recommend']","['average', 'extperience', '—', 'hard', 'easy', 'recommend']","['average', 'extperience', 'hard', 'easy', 'recommend']","{'neg': 0.249, 'neu': 0.588, 'pos': 0.163, 'compound': -0.0788}",0.249,0.588,0.163,-0.0788,Negative
CSE484,Right-sized optimizing neural-net,Lecture,In-Person,78.0,1.0,I6923,Yes,Biology,S51128,Senior,Full-time,2.3,A,Very interactive and inclusive class environment.,2025-03-21,2.0,1.0,3.0,very interactive and inclusive class environment,"['very', 'interactive', 'and', 'inclusive', 'class', 'environment']","['interactive', 'inclusive', 'class', 'environment']","['interactive', 'inclusive', 'class', 'environment']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
CSE110,User-friendly encompassing core,Lab,Hybrid,96.0,5.0,I6377,No,History,S42890,Freshman,Part-time,3.79,D,I struggled with the pace and the material was unclear.,2024-11-01,2.0,3.0,4.0,i struggled with the pace and the material was unclear,"['i', 'struggled', 'with', 'the', 'pace', 'and', 'the', 'material', 'was', 'unclear']","['struggled', 'pace', 'material', 'unclear']","['struggle', 'pace', 'material', 'unclear']","{'neg': 0.386, 'neu': 0.614, 'pos': 0.0, 'compound': -0.5267}",0.386,0.614,0.0,-0.5267,Negative
CSE228,Monitored intangible matrices,Seminar,Online,70.0,1.0,I9803,Yes,Biology,S38551,Senior,Full-time,3.07,F,"Class discussions were lively, but the readings were excessive. Great insights!",2024-11-29,2.0,5.0,2.0,class discussions were lively but the readings were excessive great insights,"['class', 'discussions', 'were', 'lively', 'but', 'the', 'readings', 'were', 'excessive', 'great', 'insights']","['class', 'discussions', 'lively', 'readings', 'excessive', 'great', 'insights']","['class', 'discussion', 'lively', 'reading', 'excessive', 'great', 'insight']","{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.8356}",0.0,0.533,0.467,0.8356,Positive
CSE441,Cross-platform empowering complexity,Lab,In-Person,33.0,5.0,I6589,No,Biology,S58377,Freshman,Part-time,2.95,A,Instructor was knowledgeable but not very approachable. Great insights!,2025-02-17,1.0,1.0,2.0,instructor was knowledgeable but not very approachable great insights,"['instructor', 'was', 'knowledgeable', 'but', 'not', 'very', 'approachable', 'great', 'insights']","['instructor', 'knowledgeable', 'approachable', 'great', 'insights']","['instructor', 'knowledgeable', 'approachable', 'great', 'insight']","{'neg': 0.387, 'neu': 0.613, 'pos': 0.0, 'compound': -0.722}",0.387,0.613,0.0,-0.722,Negative
CSE306,Public-key logistical time-frame,Seminar,Hybrid,62.0,3.0,I7672,No,Biology,S37408,Sophomore,Full-time,2.21,C,Instructor was knowledgeable but not very approachable.,2025-02-23,5.0,2.0,2.0,instructor was knowledgeable but not very approachable,"['instructor', 'was', 'knowledgeable', 'but', 'not', 'very', 'approachable']","['instructor', 'knowledgeable', 'approachable']","['instructor', 'knowledgeable', 'approachable']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
CSE475,Public-key discrete collaboration,Lab,Online,48.0,5.0,I8279,Yes,Biology,S27219,Sophomore,Part-time,3.19,B,"Class discussions were lively, but the readings were excessive. Would recommend.",2025-01-28,5.0,3.0,3.0,class discussions were lively but the readings were excessive would recommend,"['class', 'discussions', 'were', 'lively', 'but', 'the', 'readings', 'were', 'excessive', 'would', 'recommend']","['class', 'discussions', 'lively', 'readings', 'excessive', 'recommend']","['class', 'discussion', 'lively', 'reading', 'excessive', 'recommend']","{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.6369}",0.0,0.634,0.366,0.6369,Positive
CSE239,Digitized didactic capability,Lecture,In-Person,77.0,3.0,I8313,No,Biology,S64105,Sophomore,Full-time,3.52,D,"The course content was fair, but nothing stood out. Could be better.",2025-02-09,3.0,5.0,4.0,the course content was fair but nothing stood out could be better,"['the', 'course', 'content', 'was', 'fair', 'but', 'nothing', 'stood', 'out', 'could', 'be', 'better']","['course', 'content', 'fair', 'stood', 'better']","['course', 'content', 'fair', 'stand', 'well']","{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.6705}",0.0,0.645,0.355,0.6705,Positive
CSE383,Synchronized well-modulated software,Lab,Hybrid,94.0,5.0,I2806,Yes,Psychology,S75501,Junior,Part-time,2.04,C,The professor was very engaging and the course material was clear. Very practical.,2024-12-16,2.0,2.0,2.0,the professor was very engaging and the course material was clear very practical,"['the', 'professor', 'was', 'very', 'engaging', 'and', 'the', 'course', 'material', 'was', 'clear', 'very', 'practical']","['professor', 'engaging', 'course', 'material', 'clear', 'practical']","['professor', 'engage', 'course', 'material', 'clear', 'practical']","{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.6478}",0.0,0.675,0.325,0.6478,Positive
CSE189,Streamlined homogeneous focus group,Seminar,Online,73.0,2.0,I8650,Yes,Psychology,S48972,Freshman,Part-time,2.5,A,"The professor explained concepts clearly and was always available for help. Overall, decent.",2025-03-23,5.0,3.0,4.0,the professor explained concepts clearly and was always available for help overall decent,"['the', 'professor', 'explained', 'concepts', 'clearly', 'and', 'was', 'always', 'available', 'for', 'help', 'overall', 'decent']","['professor', 'explained', 'concepts', 'clearly', 'available', 'help', 'overall', 'decent']","['professor', 'explain', 'concept', 'clearly', 'available', 'help', 'overall', 'decent']","{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.6597}",0.0,0.671,0.329,0.6597,Positive
CSE153,Inverse bifurcated core,Seminar,Online,86.0,2.0,I5764,No,History,S19177,Senior,Full-time,2.03,D,"Class discussions were lively, but the readings were excessive. Very practical.",2024-10-16,5.0,2.0,3.0,class discussions were lively but the readings were excessive very practical,"['class', 'discussions', 'were', 'lively', 'but', 'the', 'readings', 'were', 'excessive', 'very', 'practical']","['class', 'discussions', 'lively', 'readings', 'excessive', 'practical']","['class', 'discussion', 'lively', 'reading', 'excessive', 'practical']","{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.2382}",0.0,0.837,0.163,0.2382,Positive
CSE330,Reverse-engineered foreground focus group,Lecture,In-Person,42.0,2.0,I4529,Yes,Computer Science,S38831,Sophomore,Part-time,2.22,D,"The course content was fair, but nothing stood out. Challenging but fair.",2025-02-15,3.0,4.0,5.0,the course content was fair but nothing stood out challenging but fair,"['the', 'course', 'content', 'was', 'fair', 'but', 'nothing', 'stood', 'out', 'challenging', 'but', 'fair']","['course', 'content', 'fair', 'stood', 'challenging', 'fair']","['course', 'content', 'fair', 'stand', 'challenge', 'fair']","{'neg': 0.109, 'neu': 0.59, 'pos': 0.301, 'compound': 0.4468}",0.109,0.59,0.301,0.4468,Positive
CSE388,Secured client-driven hub,Seminar,In-Person,87.0,2.0,I2565,No,Computer Science,S42983,Freshman,Part-time,3.77,D,The professor explained concepts clearly and was always available for help.,2025-02-21,5.0,2.0,5.0,the professor explained concepts clearly and was always available for help,"['the', 'professor', 'explained', 'concepts', 'clearly', 'and', 'was', 'always', 'available', 'for', 'help']","['professor', 'explained', 'concepts', 'clearly', 'available', 'help']","['professor', 'explain', 'concept', 'clearly', 'available', 'help']","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6597}",0.0,0.625,0.375,0.6597,Positive
CSE237,Robust zero administration Graphic Interface,Seminar,Online,74.0,5.0,I3542,Yes,History,S17875,Junior,Part-time,3.44,D,I really enjoyed this class. It was wedll-organize and informative. Could be better.,2025-03-03,3.0,2.0,2.0,i really enjoyed this class it was wedllorganize and informative could be better,"['i', 'really', 'enjoyed', 'this', 'class', 'it', 'was', 'wedllorganize', 'and', 'informative', 'could', 'be', 'better']","['enjoyed', 'class', 'wedllorganize', 'informative', 'better']","['enjoy', 'class', 'wedllorganize', 'informative', 'well']","{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.7574}",0.0,0.606,0.394,0.7574,Positive
CSE235,Multi-lateral directional product,Lecture,In-Person,92.0,4.0,I1107,No,History,S43367,Freshman,Part-time,2.63,C,Very interactive and inclusive class environment. Needs improvement.,2024-12-15,5.0,4.0,1.0,very interactive and inclusive class environment needs improvement,"['very', 'interactive', 'and', 'inclusive', 'class', 'environment', 'needs', 'improvement']","['interactive', 'inclusive', 'class', 'environment', 'needs', 'improvement']","['interactive', 'inclusive', 'class', 'environment', 'need', 'improvement']","{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.4588}",0.0,0.7,0.3,0.4588,Positive
CSE378,Fundamental radical projection,Seminar,Online,45.0,2.0,I5657,No,Computer Science,S60585,Junior,Part-time,2.71,C,I liked the assignments but found the lectures boring. Too theoretical.,2025-01-07,5.0,3.0,4.0,i liked the assignments but found the lectures boring too theoretical,"['i', 'liked', 'the', 'assignments', 'but', 'found', 'the', 'lectures', 'boring', 'too', 'theoretical']","['liked', 'assignments', 'found', 'lectures', 'boring', 'theoretical']","['like', 'assignment', 'find', 'lecture', 'bore', 'theoretical']","{'neg': 0.23, 'neu': 0.623, 'pos': 0.148, 'compound': -0.2617}",0.23,0.623,0.148,-0.2617,Negative
CSE130,Visionary bandwidth-monitored installation,Seminar,In-Person,26.0,2.0,I8162,No,History,S29578,Freshman,Full-time,2.72,C,The professor was very engaging and the course material was clear.,2025-03-11,3.0,4.0,2.0,the professor was very engaging and the course material was clear,"['the', 'professor', 'was', 'very', 'engaging', 'and', 'the', 'course', 'material', 'was', 'clear']","['professor', 'engaging', 'course', 'material', 'clear']","['professor', 'engage', 'course', 'material', 'clear']","{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.6478}",0.0,0.63,0.37,0.6478,Positive
CSE234,Managed didactic approach,Seminar,In-Person,52.0,1.0,I7018,No,History,S58325,Junior,Full-time,3.6,A,"Lectures lacked structure, magkin it hard to follow. Challenging but fair.",2025-03-04,4.0,4.0,5.0,lectures lacked structure magkin it hard to follow challenging but fair,"['lectures', 'lacked', 'structure', 'magkin', 'it', 'hard', 'to', 'follow', 'challenging', 'but', 'fair']","['lectures', 'lacked', 'structure', 'magkin', 'hard', 'follow', 'challenging', 'fair']","['lecture', 'lack', 'structure', 'magkin', 'hard', 'follow', 'challenge', 'fair']","{'neg': 0.089, 'neu': 0.595, 'pos': 0.316, 'compound': 0.4678}",0.089,0.595,0.316,0.4678,Positive
CSE367,Reduced encompassing strategy,Lecture,Hybrid,46.0,5.0,I3166,Yes,Mathematics,S28027,Freshman,Full-time,3.12,A,There weer highs and lows throughout the semester. Not bad.,2025-02-24,3.0,4.0,5.0,there weer highs and lows throughout the semester not bad,"['there', 'weer', 'highs', 'and', 'lows', 'throughout', 'the', 'semester', 'not', 'bad']","['weer', 'highs', 'lows', 'semester', 'bad']","['weer', 'highs', 'low', 'semester', 'bad']","{'neg': 0.142, 'neu': 0.632, 'pos': 0.225, 'compound': 0.2617}",0.142,0.632,0.225,0.2617,Positive
CSE178,Profound human-resource monitoring,Seminar,Online,93.0,4.0,I6662,No,Biology,S23225,Junior,Part-time,3.26,C,"I enjoyed the group projects, but the exams were too difficult. Would recommend.",2025-01-28,3.0,4.0,2.0,i enjoyed the group projects but the exams were too difficult would recommend,"['i', 'enjoyed', 'the', 'group', 'projects', 'but', 'the', 'exams', 'were', 'too', 'difficult', 'would', 'recommend']","['enjoyed', 'group', 'projects', 'exams', 'difficult', 'recommend']","['enjoy', 'group', 'project', 'exam', 'difficult', 'recommend']","{'neg': 0.184, 'neu': 0.51, 'pos': 0.306, 'compound': 0.2846}",0.184,0.51,0.306,0.2846,Positive
CSE183,Open-architected zero tolerance database,Lab,In-Person,52.0,5.0,I8086,Yes,Psychology,S49382,Sophomore,Part-time,2.35,F,"The professor was great, but the content was hard to follow.",2025-03-04,5.0,1.0,3.0,the professor was great but the content was hard to follow,"['the', 'professor', 'was', 'great', 'but', 'the', 'content', 'was', 'hard', 'to', 'follow']","['professor', 'great', 'content', 'hard', 'follow']","['professor', 'great', 'content', 'hard', 'follow']","{'neg': 0.122, 'neu': 0.684, 'pos': 0.194, 'compound': 0.2382}",0.122,0.684,0.194,0.2382,Positive
CSE259,Future-proofed incremental Local Area Network,Lab,Online,81.0,2.0,I5295,No,Computer Science,S66044,Senior,Part-time,2.72,A,I liked the assignments but found the lectures boring.,2024-10-10,1.0,3.0,1.0,i liked the assignments but found the lectures boring,"['i', 'liked', 'the', 'assignments', 'but', 'found', 'the', 'lectures', 'boring']","['liked', 'assignments', 'found', 'lectures', 'boring']","['like', 'assignment', 'find', 'lecture', 'boring']","{'neg': 0.272, 'neu': 0.553, 'pos': 0.175, 'compound': -0.2617}",0.272,0.553,0.175,-0.2617,Negative
CSE431,De-engineered dedicated Graphical User Interface,Lab,Online,60.0,4.0,I7566,Yes,Psychology,S68941,Junior,Full-time,2.93,B,Excellent use of multimedia and class time.,2024-11-11,2.0,5.0,4.0,excellent use of multimedia and class time,"['excellent', 'use', 'of', 'multimedia', 'and', 'class', 'time']","['excellent', 'use', 'multimedia', 'class', 'time']","['excellent', 'use', 'multimedia', 'class', 'time']","{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.0,0.619,0.381,0.5719,Positive
CSE412,Phased solution-oriented model,Seminar,In-Person,45.0,2.0,I4769,Yes,History,S36784,Junior,Full-time,3.79,B,"Lectures lacked structure, making it hard to follow. Would recommend.",2024-11-23,4.0,4.0,1.0,lectures lacked structure making it hard to follow would recommend,"['lectures', 'lacked', 'structure', 'making', 'it', 'hard', 'to', 'follow', 'would', 'recommend']","['lectures', 'lacked', 'structure', 'making', 'hard', 'follow', 'recommend']","['lecture', 'lack', 'structure', 'make', 'hard', 'follow', 'recommend']","{'neg': 0.118, 'neu': 0.672, 'pos': 0.21, 'compound': 0.2732}",0.118,0.672,0.21,0.2732,Positive
CSE172,Synergized analyzing conglomeration,Lecture,In-Person,87.0,3.0,I6945,No,Mathematics,S92190,Senior,Part-time,2.89,D,Instructor was knowledgeable but not very approachable. Very practical.,2025-01-02,4.0,5.0,2.0,instructor was knowledgeable but not very approachable very practical,"['instructor', 'was', 'knowledgeable', 'but', 'not', 'very', 'approachable', 'very', 'practical']","['instructor', 'knowledgeable', 'approachable', 'practical']","['instructor', 'knowledgeable', 'approachable', 'practical']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
CSE131,De-engineered empowering challenge,Seminar,Hybrid,39.0,4.0,I1185,No,Computer Science,S78856,Senior,Full-time,3.0,B,The professor was veyr engaging and the course material was clear. Needs improvement.,2024-12-19,2.0,4.0,3.0,the professor was veyr engaging and the course material was clear needs improvement,"['the', 'professor', 'was', 'veyr', 'engaging', 'and', 'the', 'course', 'material', 'was', 'clear', 'needs', 'improvement']","['professor', 'veyr', 'engaging', 'course', 'material', 'clear', 'needs', 'improvement']","['professor', 'veyr', 'engage', 'course', 'material', 'clear', 'need', 'improvement']","{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.7906}",0.0,0.556,0.444,0.7906,Positive
CSE315,Compatible disintermediate knowledge user,Lecture,In-Person,21.0,4.0,I4905,Yes,Biology,S92156,Senior,Full-time,2.69,F,"The lectures were engaging, and I appreciated the real-world examples.",2024-10-18,3.0,5.0,5.0,the lectures were engaging and i appreciated the realworld examples,"['the', 'lectures', 'were', 'engaging', 'and', 'i', 'appreciated', 'the', 'realworld', 'examples']","['lectures', 'engaging', 'appreciated', 'realworld', 'examples']","['lecture', 'engage', 'appreciated', 'realworld', 'example']","{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.6908}",0.0,0.551,0.449,0.6908,Positive
CSE303,Universal mission-critical open architecture,Lab,Online,95.0,2.0,I4812,No,Computer Science,S64113,Sophomore,Full-time,2.49,F,The professor was very engaging and the course material was clear. Not bad.,2025-01-04,5.0,1.0,3.0,the professor was very engaging and the course material was clear not bad,"['the', 'professor', 'was', 'very', 'engaging', 'and', 'the', 'course', 'material', 'was', 'clear', 'not', 'bad']","['professor', 'engaging', 'course', 'material', 'clear', 'bad']","['professor', 'engage', 'course', 'material', 'clear', 'bad']","{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.7988}",0.0,0.551,0.449,0.7988,Positive
CSE369,Innovative regional process improvement,Seminar,Online,22.0,5.0,I1818,No,History,S64611,Freshman,Part-time,3.75,A,The professor was very engaging and the course material was clear. Would recommend.,2024-09-25,2.0,4.0,1.0,the professor was very engaging and the course material was clear would recommend,"['the', 'professor', 'was', 'very', 'engaging', 'and', 'the', 'course', 'material', 'was', 'clear', 'would', 'recommend']","['professor', 'engaging', 'course', 'material', 'clear', 'recommend']","['professor', 'engage', 'course', 'material', 'clear', 'recommend']","{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.7778}",0.0,0.562,0.438,0.7778,Positive
CSE420,Multi-tiered dynamic function,Seminar,In-Person,60.0,4.0,I5766,Yes,Biology,S73280,Freshman,Part-time,3.45,D,"Very interactive and inclusive class environment. Overall, decent.",2025-01-05,2.0,3.0,3.0,very interactive and inclusive class environment overall decent,"['very', 'interactive', 'and', 'inclusive', 'class', 'environment', 'overall', 'decent']","['interactive', 'inclusive', 'class', 'environment', 'overall', 'decent']","['interactive', 'inclusive', 'class', 'environment', 'overall', 'decent']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
CSE327,Optimized transitional website,Lab,In-Person,89.0,3.0,I5384,Yes,Computer Science,S33547,Senior,Part-time,2.77,B,"The class was okay. Some parts weer good, others not so much. Very practical.",2025-03-01,5.0,5.0,5.0,the class was okay some parts weer good others not so much very practical,"['the', 'class', 'was', 'okay', 'some', 'parts', 'weer', 'good', 'others', 'not', 'so', 'much', 'very', 'practical']","['class', 'okay', 'parts', 'weer', 'good', 'practical']","['class', 'okay', 'part', 'weer', 'good', 'practical']","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.5859}",0.0,0.714,0.286,0.5859,Positive
CSE106,Function-based regional project,Seminar,Online,99.0,3.0,I4870,Yes,History,S97328,Junior,Part-time,2.62,F,"Content was outdated, and there was little student interaction.",2025-03-23,1.0,2.0,4.0,content was outdated and there was little student interaction,"['content', 'was', 'outdated', 'and', 'there', 'was', 'little', 'student', 'interaction']","['content', 'outdated', 'little', 'student', 'interaction']","['content', 'outdate', 'little', 'student', 'interaction']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
CSE234,Persevering explicit Internet solution,Seminar,Online,80.0,4.0,I8202,Yes,Computer Science,S79148,Sophomore,Part-time,3.09,D,Inrstructo was knowledgeable but not very approachable. Great insights!,2024-10-25,5.0,3.0,4.0,inrstructo was knowledgeable but not very approachable great insights,"['inrstructo', 'was', 'knowledgeable', 'but', 'not', 'very', 'approachable', 'great', 'insights']","['inrstructo', 'knowledgeable', 'approachable', 'great', 'insights']","['inrstructo', 'knowledgeable', 'approachable', 'great', 'insight']","{'neg': 0.387, 'neu': 0.613, 'pos': 0.0, 'compound': -0.722}",0.387,0.613,0.0,-0.722,Negative
CSE429,Proactive value-added data-warehouse,Seminar,Hybrid,83.0,1.0,I5876,Yes,History,S58253,Junior,Full-time,3.64,D,I really enjoyed thsi class. It was well-organized and informative. Great insights!,2024-12-20,5.0,2.0,3.0,i really enjoyed thsi class it was wellorganized and informative great insights,"['i', 'really', 'enjoyed', 'thsi', 'class', 'it', 'was', 'wellorganized', 'and', 'informative', 'great', 'insights']","['enjoyed', 'thsi', 'class', 'wellorganized', 'informative', 'great', 'insights']","['enjoy', 'thsi', 'class', 'wellorganize', 'informative', 'great', 'insight']","{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.8395}",0.0,0.53,0.47,0.8395,Positive
CSE341,Front-line reciprocal hub,Seminar,In-Person,25.0,2.0,I7366,No,Psychology,S43837,Freshman,Full-time,3.12,C,"The course content was fair, but nothing stood out.",2024-11-14,3.0,4.0,5.0,the course content was fair but nothing stood out,"['the', 'course', 'content', 'was', 'fair', 'but', 'nothing', 'stood', 'out']","['course', 'content', 'fair', 'stood']","['course', 'content', 'fair', 'stand']","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.1655}",0.0,0.829,0.171,0.1655,Positive
